epoch,train_nll,val_nll,lr,grad_norm
1,90.23226302010673,360.89503479003906,2.9999999999999997e-05,1169.815773010254
2,76.66700308663505,242.9386444091797,5.699999999999999e-05,1109.2506811959404
3,58.27292605808803,161.52796936035156,8.4e-05,794.5122081211636
4,39.13942745753697,97.70621109008789,0.00011099999999999999,372.2573253086635
5,27.7922488621303,54.90808296203613,0.000138,193.75371769496374
6,20.265423910958425,32.85643005371094,0.000165,125.33773367745536
7,13.523013387407575,20.95133876800537,0.00019199999999999998,96.09718268258231
8,6.900514193943569,14.320430278778076,0.00021899999999999998,91.04400634765625
9,-0.38603855882372173,18.973286151885986,0.000246,136.3840114048549
10,-7.79493658883231,19.578673124313354,0.000273,288.08376966203963
11,-15.481967108590263,-0.023562192916870117,0.0003,215.75657980782645
12,-22.559663772583008,-16.576651573181152,0.00029997956409637407,271.06346130371094
13,-30.626420702253068,-29.47204303741455,0.0002999182619724684,229.18506731305803
14,-38.676975795200896,-40.53199768066406,0.0002998161103876715,258.86839294433594
15,-46.72674233572824,-48.69441223144531,0.0002996731372692067,488.08736746651783
16,-53.425950731549946,-54.08285903930664,0.00029948938170449706,745.0914393833706
17,-58.88112313406808,-59.6622257232666,0.0002992648939304791,849.2971452985491
18,-62.43102100917271,-62.82538604736328,0.0002989997353198688,1558.9436558314733
19,-65.68399265834263,-65.43628692626953,0.00029869397836438267,2018.4433419363838
20,-68.20764051164899,-67.88525009155273,0.00029834770665491944,2236.0812465122767
21,-71.02154541015625,-70.01121139526367,0.0002979610148587069,1597.003383091518
22,-72.49275970458984,-71.13996505737305,0.0002975340086934211,2044.1113455636162
23,-73.32420022147042,-72.20609664916992,0.00029706680489828395,2135.1665387834823
24,-75.69443729945591,-73.93982696533203,0.0002965595312021481,2109.007638113839
25,-77.07925851004464,-75.23777389526367,0.00029601232628857684,2473.6493007114955
26,-79.53941563197544,-77.01247787475586,0.00029542533975792984,1665.8053152901787
27,-81.1319830758231,-78.87739181518555,0.00029479873208646353,2506.5218331473216
28,-82.747068132673,-79.54126739501953,0.00029413267458245875,2351.6973702566966
29,-84.54941122872489,-80.37382888793945,0.0002934273493393864,2258.875959123884
30,-85.66015080043248,-83.32194137573242,0.00029268294918612537,2368.594970703125
